Gene1,Gene2,EdgeWeight
EOMES,MYOF,0.09006302
GATA4,CBR1,0.09004935
TP53,MBIP,0.09004684
FOXP1,CBX3,0.08999753
FOXH1,DNAJB14,0.08998997
JUND,PRSS23,0.089940086
FOXH1,NUP54,0.08992778
FOXH1,PLSCR4,0.08991023
SMAD2,AFF1,0.0898913
PRDM1,S1PR3,0.08984631
AR,SATB1,0.08980559
GATA2,PRICKLE1,0.089749694
STAT3,PPPDE1,0.08968987
SOX2,SPPL2A,0.08963123
SNAI2,PBX1,0.08961879
SOX2,PLSCR4,0.08960414
AR,ACOX3,0.08959303
EZH2,HTRA1,0.089583606
MXI1,PPAPDC1A,0.08955479
SMAD2,ARHGAP29,0.089527465
EZH2,IL6ST,0.089522645
MLLT3,PER3,0.0895118
KLF5,SETBP1,0.0894876
KLF5,SRC,0.0894811
TP53,CAMK2D,0.08945084
EZH2,PRDM1,0.08940557
MLLT3,SETBP1,0.0893964
GATA6,DPH2,0.089390874
HAND2,SMARCC1,0.08937829
MXI1,CDCA8,0.089358784
EGR1,ACTC1,0.089352764
LEF1,NUSAP1,0.08931983
OTX2,NRP2,0.08931911
AR,SP100,0.08931303
EGR1,TRIM22,0.08920541
NANOG,HRSP12,0.089196034
KLF5,POU2F2,0.0891921
SOX2,TADA1,0.08918112
TRIM28,ERCC-00130,0.08916696
ZFP42,AEBP1,0.08915619
SMAD2,IRF1,0.08913963
TFAP2A,DPH2,0.08913721
TRIM28,TLE1,0.089079395
TFAP2A,COL4A6,0.08907508
TP53,TCEA1,0.08903961
TCF4,RFESD,0.08902196
TRIM28,AES,0.089021325
POU5F1,PIP4K2A,0.08902003
TP53,APEX1,0.08899544
JUND,ERCC-00145,0.08897581
GATA6,POLR2H,0.08895865
SOX17,WWTR1,0.088948466
HAND2,JPH1,0.08893203
GATA4,ALS2CR8,0.088888586
PRDM1,APLNR,0.0888682
TRIM28,NRP1,0.08885899
POU5F1,VPS54,0.08885175
AR,ERCC-00136,0.088845186
OTX2,CCNE2,0.088770494
TP53,GLDC,0.08875783
FOXH1,TCF4,0.08873978
HAND2,APBB2,0.08873081
DNMT3B,ASXL1,0.08872371
LEF1,ZRANB2,0.0887232
MXI1,KIAA1109,0.08870549
TCF4,ERCC-00053,0.08867337
GATA4,ZBTB38,0.08859748
SMAD2,SMG6,0.08858117
TEAD4,TPD52,0.088568866
FOXH1,MBOAT1,0.08855401
LEF1,ANGPT2,0.088524476
BCL11A,ZHX3,0.08850931
TCF4,PDGFA,0.08848812
SOX2,MANEA,0.088476345
FOXP1,STC1,0.08845268
EGR1,CNBP,0.08838147
BCL11A,MALT1,0.08829926
SOX17,PLK2,0.08828522
POU5F1,GATM,0.088267155
SOX17,CCKBR,0.08820164
LEF1,VPS54,0.0881788
SOX2,HOXB3,0.08815902
SOX17,ANKRD28,0.08814552
TP53,FOXJ1,0.08810507
POU5F1,SPPL2A,0.08810243
GATA3,GLDC,0.08807834
BCL11A,NR0B1,0.08805671
AR,TTN,0.088043205
TCF4,SULF2,0.08802189
JUND,SUPT7L,0.08796313
EOMES,RARG,0.08789097
SNAI2,POU2F2,0.08785537
EGR1,TIMP3,0.087823145
GATA2,POLR3E,0.08781781
JUND,ACTC1,0.08781591
GATA3,RALB,0.0878014
SOX17,TNC,0.087775685
SOX17,HOXB2,0.08773135
SOX17,TTC27,0.08772764
SOX2,WNT5A,0.087664574
SMAD2,SATB1,0.08765517
FOXP1,PHF17,0.087637186
EOMES,COLEC12,0.08758971
NANOG,ID3,0.08756226
SOX17,FEZ1,0.08754337
TEAD4,LDB2,0.08752319
HAND2,ATP11B,0.08748186
NANOG,SLITRK2,0.08745758
KLF5,ESPL1,0.08743812
MXI1,ZNF239,0.0874366
KLF5,FAM117B,0.08743061
SNAI2,ERCC-00022,0.08739561
GATA3,LEF1,0.08736562
GATA3,NR2C1,0.08733778
POU5F1,FXR1,0.087336875
MLLT3,DNA2,0.08726743
GATA6,RARG,0.087257355
SOX2,STK38L,0.087253675
LEF1,ASB9,0.0872527
TFAP2A,FOXD3,0.08717772
BCL11A,CALB1,0.08717072
MXI1,RUVBL2,0.08714549
OTX2,ZNF589,0.087083906
GATA6,POU2F2,0.0870685
DNMT3B,TTK,0.08704858
NANOG,RFC3,0.08703153
GATA4,MAP4K3,0.08702622
GATA3,UTP18,0.08702437
HAND2,ITPR2,0.086946934
GATA2,SOX17,0.086938374
TFAP2A,ST8SIA1,0.08693482
AR,POLR3G,0.08693436
SMAD2,SF1,0.08691268
SOX17,STC1,0.086894855
GATA3,CCNA2,0.08685257
KLF5,ARHGAP42,0.086780936
SMAD2,BHLHE40,0.086763754
MLLT3,RUVBL1,0.086682886
EOMES,TMEM38B,0.08667313
OTX2,ID3,0.08664636
GATA6,ARNT2,0.08664622
GATA3,HELZ,0.08656308
STAT3,ZFHX3,0.086562365
TRIM28,MIF,0.08656055
MXI1,HPRT1,0.08654663
ZFP42,KLF8,0.08651502
GATA2,DNMT1,0.08647251
SOX17,HTRA1,0.0864465
TEAD4,DNMT3B,0.0863699
EGR1,GYPA,0.086369194
OTX2,ASS1,0.08636017
BCL11A,TEAD1,0.08632953
LEF1,FAM69A,0.086307235
LEF1,MTERF,0.08625577
ZFP42,E2F7,0.08625223
SNAI2,LGALSL,0.0862239
NANOG,CHL1,0.08622007
SOX17,TLR4,0.08618894
GATA2,SNAPC3,0.08616121
CTNNB1,POU5F1,0.086135656
TFAP2A,E2F3,0.086112976
ZFP42,FBXO34,0.086106256
TEAD4,PLCB4,0.08606258
GATA6,SERHL2,0.08599748
SOX17,CAP2,0.085992314
AR,GYPA,0.085956156
NANOG,HOXB4,0.08587026
ZFP42,MEPE,0.085829675
EGR1,DSCC1,0.08574992
JUND,TTC39B,0.08570331
OTX2,CHEK2,0.085703164
GATA2,GTF3C4,0.08569778
OTX2,SENP7,0.08566326
KLF5,RNF13,0.085582286
LEF1,TFPI,0.085565835
HAND2,POLR2I,0.08553386
EGR1,MFAP4,0.08553196
FOXP1,RHAG,0.08551682
GATA4,SALL3,0.0854807
EZH2,MTERF,0.08547548
LEF1,BARX2,0.085470244
BCL11A,ERCC-00131,0.08544895
HAND2,SLC39A8,0.08541675
LEF1,LRR1,0.085396364
SOX17,ID3,0.0853601
TEAD4,SNX14,0.08535166
LEF1,AES,0.08534521
OTX2,POU5F1,0.08533703
TFAP2A,ERCC-00136,0.085334964
GATA2,AES,0.08531472
OTX2,ZDHHC21,0.08528866
FOXP1,ERCC-00022,0.08527577
MXI1,CD48,0.08527415
FOXH1,ZEB2,0.08526711
GATA6,FOXF1,0.08520893
ZFP42,POLR3E,0.08519345
SOX17,ANXA3,0.08517027
MLLT3,TTK,0.08515222
SOX17,MEX3C,0.08513792
AR,SOX13,0.08508232
EOMES,ILF3,0.08507539
STAT3,TCF7L1,0.085038185
AR,GNG11,0.08503695
DNMT3B,DACH1,0.08502165
TRIM28,ERCC-00131,0.08500263
SMAD2,SHOX,0.0850026
TRIM28,VASH2,0.084991634
POU5F1,ZNF585B,0.08497807
SNAI2,PPARA,0.08496779
ZFP42,EGR1,0.0849596
LEF1,MLLT6,0.08489493
GATA4,PFKFB2,0.08488162
KLF5,HAS2,0.08484197
TP53,WDR35,0.08481046
DNMT3B,NUDT11,0.08479098
EZH2,PLOD2,0.08478791
STAT3,TLE2,0.084785804
SMAD2,H1F0,0.08478169
GATA6,ERCC-00130,0.08474984
FOXH1,HTRA1,0.084741004
JUND,FOXK1,0.08466458
SMAD2,CEP85L,0.08463973
GATA3,GCA,0.08461526
JUND,MATN3,0.08459613
HAND2,YAF2,0.08459146
FOXH1,E2F4,0.08457211
GATA3,TBX3,0.084530994
TEAD4,RNF14,0.0845239
NANOG,PFKFB2,0.08451378
PRDM1,HIST1H1B,0.08450049
NANOG,ELAVL2,0.0844986
KLF5,SORL1,0.08446476
SNAI2,ZNF146,0.08445649
SMAD2,SNAI2,0.084449105
GATA2,UBTF,0.08441582
SMAD2,ACOX3,0.0843824
JUND,HPRT1,0.08438109
FOXH1,DNMT1,0.084317125
TFAP2A,POLR2I,0.084315866
HAND2,GINS2,0.08420557
GATA6,GATA2,0.08420107
PRDM1,HOXB2,0.084177926
FOXP1,SMAD2,0.08414547
HAND2,SEMA6A,0.08414437
JUND,HNRNPK,0.084103495
AR,PDLIM3,0.08402689
NANOG,PRDM14,0.08401683
SNAI2,BMP2,0.08401288
TCF4,MBIP,0.083985984
GATA2,TFDP1,0.08394688
GATA6,TIMM8A,0.08393449
LEF1,LMO2,0.08392256
TP53,GDAP1,0.08392227
GATA3,TRIM27,0.08391254
STAT3,GCM1,0.08388662
HAND2,PTMA,0.08382815
FOXP1,ANKZF1,0.08380313
EOMES,PSMD9,0.083802626
GATA6,ELMO1,0.083799556
PRDM1,RBM14,0.08379855
EOMES,PHLDA1,0.08376204
LEF1,ARNT2,0.08376018
LEF1,SCD5,0.08374599
TRIM28,SERHL2,0.083705045
EGR1,MAFF,0.0836936
MLLT3,C11ORF46,0.08368595
GATA2,SMARCD1,0.083679385
KLF5,CRX,0.08366241
POU5F1,LZTS1,0.08363104
GATA6,ANKRD26,0.0836298
TP53,ZDHHC21,0.08362081
GATA4,LGR5,0.083609216
CTNNB1,C11ORF46,0.08360502
GATA2,SLC6A15,0.08359672
ZFP42,NUP54,0.083573
AR,ERCC-00145,0.08356951
TCF4,ZBTB2,0.08356244
MXI1,DPF2,0.08353615
TFAP2A,FST,0.0835266
GATA3,RBMX,0.08350116
HAND2,SNAI2,0.08345148
TCF4,CRX,0.08344516
EOMES,NRP1,0.08344407
TRIM28,RIN2,0.083432816
FOXP1,KIF23,0.083419144
FOXH1,PGM2,0.08337186
HAND2,MYBBP1A,0.08336449
SNAI2,KIF15,0.08334434
BCL11A,ZFYVE16,0.08333619
PRDM1,ERCC-00113,0.08332975
HAND2,SNX18,0.08332625
EZH2,ST3GAL6,0.08332232
GATA3,TGFB1,0.08329518
SOX17,MCM5,0.08327987
HAND2,SH3BGRL,0.08325865
PRDM1,ELOVL2,0.083188266
SOX2,POLR3E,0.08318349
MXI1,ERCC-00022,0.08318276
TRIM28,TRIP11,0.08316034
EGR1,TADA1,0.08315283
GATA3,PRPS2,0.08315157
MXI1,SORL1,0.08314875
FOXH1,PTGR1,0.08314575
TEAD4,CIITA,0.08313321
POU5F1,POLR2K,0.08308361
POU5F1,ARID3A,0.08307539
GATA2,NRP2,0.08307423
SOX17,GLMN,0.083061315
TP53,SATB2,0.08305317
ZFP42,LEF1,0.083051614
TP53,HIF1A,0.083051234
JUND,ERCC-00060,0.08297026
TCF4,GTF3C4,0.0829694
EGR1,RXRG,0.08296634
GATA2,VIM,0.082961865
TRIM28,NRIP1,0.08294353
DNMT3B,SNRPB,0.08293209
TRIM28,HIF3A,0.082919836
SOX17,KIF15,0.08290938
SOX17,ESRP1,0.082869776
ZFP42,CNBP,0.08286778
STAT3,PHB2,0.08285712
ZFP42,LPIN1,0.08285027
MLLT3,VAMP7,0.08281317
AR,TRIM22,0.08280916
TEAD4,SERTAD2,0.08277562
POU5F1,RPE,0.08277042
BCL11A,ELOVL2,0.08276456
JUND,PDGFRA,0.08276436
TRIM28,CDC20,0.08269647
BCL11A,TP53,0.082626596
OTX2,TIMM8A,0.08261536
TCF4,FOXD3,0.08257513
SOX17,GYPA,0.08256489
LEF1,NAP1L3,0.08254626
TEAD4,CENPK,0.082531095
GATA3,FOXN3,0.082513444
MXI1,FAM188A,0.082442135
SOX17,XRCC5,0.08242121
MXI1,SPIB,0.08239882
FOXH1,NR0B1,0.08237325
DNMT3B,NIPSNAP3A,0.08235908
OTX2,INSIG2,0.082337976
PRDM1,COL4A6,0.08230132
STAT3,RAD51,0.08229482
GATA3,MCCC1,0.08228902
FOXP1,ANKRD26,0.082262576
HAND2,GPR83,0.0822377
JUND,COL1A2,0.08222544
FOXH1,VIM,0.08221722
TRIM28,TMOD1,0.082181685
NANOG,HOXB3,0.08217332
MXI1,POLR2A,0.08211845
SOX17,CASD1,0.08209911
EGR1,PCDH10,0.08196753
SOX2,ERCC-00130,0.08196309
MLLT3,TRAF6,0.08192564
SNAI2,SOX5,0.081896104
MXI1,PIP4K2A,0.08189074
TFAP2A,SUPT7L,0.08187822
SOX2,ATP11B,0.08184789
HAND2,TFAP4,0.08184468
BCL11A,SOX2,0.081837684
AR,FOXF1,0.081810996
PRDM1,HAND2,0.08180923
HAND2,TMEM131,0.08175616
PRDM1,PARP1,0.081708945
STAT3,CXXC1,0.081629306
KLF5,SP100,0.081621565
POU5F1,RALB,0.08159639
SOX17,SATB1,0.0815361
AR,PURA,0.08153221
OTX2,LRIG3,0.08148447
ZFP42,UTP15,0.08148399
EOMES,SOX17,0.08146328
SOX2,TFE3,0.0814021
CTNNB1,HLA-DQB1,0.08138399
GATA3,FOXK1,0.08137671
STAT3,MAPK10,0.08137517
TRIM28,TBX3,0.08137444
GATA3,MMP16,0.08136091
TRIM28,RBBP4,0.08133964
KLF5,TLR4,0.08130974
SNAI2,SMARCD1,0.081303
SMAD2,PPP1R9A,0.081297286
POU5F1,RSPO3,0.081272535
SNAI2,ALS2CR8,0.08127028
SOX17,FOXJ1,0.081252836
ZFP42,PTMA,0.08124599
SOX17,GLIPR2,0.08123155
TP53,YAF2,0.081224225
MXI1,RHOBTB3,0.08121724
FOXH1,MLF1IP,0.08120927
MXI1,CITED2,0.081195846
GATA4,VAMP7,0.08118543
PRDM1,ISCA1,0.08117977
OTX2,PLSCR4,0.081161946
LEF1,ERBB4,0.08113922
GATA2,COL4A1,0.08113867
MLLT3,APBB1,0.08113589
AR,CTNNB1,0.08112347
SOX2,BMPER,0.08112246
GATA6,HOPX,0.081088886
GATA6,ZFP42,0.0810757
TFAP2A,PHC1,0.081051245
FOXH1,SH3BGRL2,0.08105078
TEAD4,ERCC-00044,0.081027284
LEF1,NUCB2,0.0810205
DNMT3B,LPGAT1,0.08101231
GATA3,SKIL,0.081008755
AR,ELOVL2,0.08097429
ZFP42,ACTC1,0.08094936
BCL11A,ATP11B,0.080949344
TRIM28,ANKZF1,0.08094153
EZH2,CSRP2,0.080935925
GATA2,KAT6A,0.080912516
NANOG,HIF3A,0.08090066
ZFP42,TFAP2A,0.08089426
GATA2,ODC1,0.08089158
EGR1,MEPE,0.080825895
NANOG,KDELR3,0.08080873
EOMES,FST,0.080807105
MLLT3,CDCA7L,0.080753505
GATA2,SNX14,0.080745146
ZFP42,DAB2,0.08074111
BCL11A,POLR1B,0.08073301
TP53,CUX1,0.08070089
CTNNB1,PRDM1,0.08069563
NANOG,NFATC3,0.08069077
STAT3,ASB4,0.080689736
FOXP1,SATB2,0.08063703
LEF1,PROM1,0.08063405
DNMT3B,TTC27,0.08062454
JUND,CA2,0.080602564
NANOG,ZIC2,0.080582276
GATA4,GATA2,0.08057821
GATA4,MPHOSPH9,0.08055261
MXI1,ZNF488,0.080513716
SOX2,NHLH2,0.08047409
TCF4,ZIC3,0.08045934
MLLT3,RHAG,0.08045515
KLF5,FASTKD3,0.08042629
ZFP42,ELL2,0.08027964
FOXH1,ZNF238,0.080256805
LEF1,CUX1,0.08019085
EZH2,TTC39B,0.080137834
SNAI2,PHF17,0.08013733
FOXP1,APC,0.08011517
CTNNB1,MITF,0.08007588
MXI1,ENO1,0.08002013
TFAP2A,RHOBTB3,0.08000761
HAND2,RAVER2,0.07997711
SNAI2,S1PR3,0.07997242
HAND2,FLI1,0.07993709
GATA2,EGF,0.07992326
MLLT3,CSDE1,0.0798932
TRIM28,AMIGO2,0.079890914
OTX2,ENO1,0.07986827
TP53,TMEM38B,0.07986371
DNMT3B,ZBTB38,0.07985225
BCL11A,TRIM28,0.079806805
PRDM1,RPL17-C18ORF32,0.079788834
SOX17,TP53INP1,0.07978074
GATA2,HOXB4,0.07977612
JUND,CDCA7L,0.07975227
ZFP42,ZNF280B,0.07974143
HAND2,ZFPM2,0.07973159
AR,JUND,0.07967254
LEF1,YPEL5,0.079659134
POU5F1,ESCO2,0.0796319
STAT3,YAF2,0.079620704
TEAD4,FOXF1,0.07960245
AR,PROM1,0.07959033
FOXP1,SALL3,0.07958551
TFAP2A,RBM14,0.07958372
GATA2,EPCAM,0.07957333
TFAP2A,LZTS1,0.07956416
AR,MLL3,0.07955107
FOXH1,TP53INP1,0.07952263
OTX2,LHX1,0.079510055
FOXP1,C11ORF46,0.07950899
STAT3,HPRT1,0.07950512
POU5F1,JUND,0.07949184
SNAI2,PATZ1,0.07949054
AR,CD48,0.07947024
GATA3,TEX10,0.079415664
SOX17,UPF1,0.07939795
MLLT3,POLR2A,0.079359725
SMAD2,CCPG1,0.07935929
EZH2,RUVBL1,0.079339
EZH2,FN1,0.07932977
EZH2,ZNF146,0.0793265
GATA2,PLAGL2,0.07929513
TFAP2A,PLCB4,0.079293184
STAT3,SULF2,0.07924867
ZFP42,PLXNA2,0.079234295
HAND2,EEF1A1,0.079230614
AR,DAXX,0.07923019
TP53,DRAM2,0.07920174
CTNNB1,STT3B,0.07918505
TCF4,MBOAT1,0.07917488
TRIM28,ZFPM2,0.07914779
HAND2,NOC3L,0.07913886
GATA4,ERCC-00022,0.07910586
GATA3,ELAVL2,0.07909782
TP53,PLP1,0.079061046
FOXH1,AES,0.079050675
GATA6,BMP2,0.079048194
POU5F1,TRIM27,0.0790455
TRIM28,FLI1,0.07903628
TFAP2A,DECR1,0.07902254
EOMES,CXXC1,0.07897578
TEAD4,CALCOCO1,0.07893364
EOMES,HRSP12,0.078916654
TEAD4,TMEM38B,0.07889953
SNAI2,ETS1,0.078892425
FOXP1,NT5DC3,0.07884981
TRIM28,BMPR1A,0.078844815
SOX17,HNRNPK,0.07883448
SOX17,CA14,0.078811705
GATA6,SYNE2,0.07875358
LEF1,LRAT,0.07871105
SOX2,RPL17-C18ORF32,0.07870419
HAND2,ID1,0.07869975
GATA2,PROM1,0.078697056
SMAD2,SLA2,0.07863298
KLF5,AR,0.07861994
KLF5,RGPD2,0.07859513
MXI1,DTL,0.07857763
SNAI2,MATN3,0.078566216
MLLT3,CPE,0.078550875
EGR1,FAM135A,0.07854247
TRIM28,CEBPZ,0.078487195
SNAI2,MCC,0.07848092
TFAP2A,SPIB,0.07847041
EZH2,SULF2,0.07846581
ZFP42,NKX3-1,0.07844634
HAND2,TTK,0.07843609
EZH2,TNC,0.07843301
SOX2,HAPLN1,0.07841998
PRDM1,XRCC6,0.07839495
FOXP1,WNT5A,0.078394406
EOMES,YAF2,0.07838833
TP53,APOBEC3G,0.07836733
CTNNB1,PDE3B,0.07833938
KLF5,SHOX,0.07830225
AR,MIA3,0.07829802
LEF1,TEAD1,0.078260675
EOMES,GINS2,0.07822609
EZH2,MANEA,0.07820173
CTNNB1,RBBP8,0.078160726
SOX2,ITGA5,0.078158215
TEAD4,MEF2D,0.07811587
AR,ERCC-00053,0.07807693
SNAI2,ERCC-00044,0.078075126
GATA3,KRCC1,0.078059226
GATA6,GPSM2,0.07803271
TCF4,HLX,0.07802721
MLLT3,TFPI,0.07802641
MLLT3,HLA-DQB1,0.07799674
EOMES,ITGA5,0.07797198
KLF5,ZNF516,0.0779441
BCL11A,POLR2G,0.07794169
FOXP1,PATZ1,0.077892795
GATA3,ZBTB38,0.07786435
OTX2,DRAM2,0.077826865
STAT3,ZNF239,0.07781771
HAND2,PIP4K2A,0.07781508
HAND2,POLR3E,0.07776988
POU5F1,SALL2,0.07775375
LEF1,GLMN,0.07756534
LEF1,PLAU,0.07754898
SOX2,HSD17B11,0.07753518
TP53,ETV4,0.07752183
TFAP2A,UPF2,0.0775103
HAND2,CDC7,0.07747445
AR,NHLH2,0.07746174
HAND2,ACTC1,0.07743735
TCF4,AMIGO2,0.07739079
EZH2,LPIN1,0.077374324
DNMT3B,TADA1,0.077353135
PRDM1,LGALSL,0.07733699
GATA3,THAP9,0.07732769
MLLT3,CHL1,0.07729606
TEAD4,ERCC-00042,0.077284575
STAT3,ERCC-00002,0.07728092
SOX17,BCL11B,0.0772487
LEF1,FARSB,0.07721592
SMAD2,CALCOCO1,0.07721412
DNMT3B,ERCC-00108,0.077195585
HAND2,PHLDB2,0.07716159
POU5F1,MYBL2,0.077125266
EOMES,HOXB3,0.07712344
GATA4,CLDN11,0.077072024
MLLT3,MME,0.07707189
SOX17,SLC35F1,0.07699992
TRIM28,PURA,0.07689759
TRIM28,CREB3L4,0.076879516
BCL11A,EGR1,0.07685959
SOX17,CCNA2,0.07685464
SOX17,TTC39B,0.07683975
POU5F1,COL4A6,0.07683861
GATA3,JUND,0.07680116
EZH2,PLK1,0.07675692
GATA4,RAB31,0.076752715
MXI1,DECR1,0.0767324
SOX17,ZNF471,0.07673191
JUND,WDR5,0.07671791
HAND2,NFIA,0.07670137
EOMES,CNBP,0.07668117
EZH2,SNAPC4,0.076678716
TCF4,ERBB4,0.07663194
LEF1,WDR35,0.076607555
STAT3,STC1,0.07655984
CTNNB1,CDCA2,0.076539315
AR,MRPS30,0.07653695
NANOG,ISL1,0.07649283
EZH2,KHDRBS2,0.076490976
TFAP2A,POU5F1,0.076486886
GATA2,MAFG,0.07646674
AR,TFPI,0.07644639
SNAI2,RFPL2,0.07644053
GATA4,NEDD4,0.07639876
EOMES,ERCC-00108,0.076392055
GATA2,ITGA6,0.07636615
MXI1,ERCC-00130,0.07635048
FOXP1,RFC3,0.07633796
FOXP1,CEP85L,0.0763239
GATA4,UBTF,0.07632286
SOX17,BARX2,0.07628695
TFAP2A,HAND2,0.07627967
DNMT3B,CREB3L4,0.07627611
EZH2,SRSF6,0.0762671
TEAD4,RBMX,0.07626419
LEF1,HOPX,0.07626012
MLLT3,MANEA,0.07625261
FOXP1,ERCC-00165,0.0762467
EZH2,MAP3K2,0.07623475
POU5F1,MCM5,0.076220356
AR,OTX2,0.076204374
JUND,ASNS,0.07616718
CTNNB1,TTN,0.07615175
TEAD4,SNRPB,0.07611695
MXI1,ERCC-00131,0.07610056
MLLT3,PTGR1,0.076037906
DNMT3B,COL4A6,0.07599679
JUND,KLF6,0.07591813
POU5F1,ARHGAP29,0.07588245
CTNNB1,DNMT3A,0.075863786
ZFP42,PPM1H,0.07585208
ZFP42,MCCC1,0.07584534
SNAI2,ITGA6,0.07584365
DNMT3B,NCOA6,0.075841956
CTNNB1,PHB2,0.07582088
DNMT3B,MTERF,0.07576715
HAND2,H1F0,0.07574447
EOMES,RNPS1,0.07572221
SOX2,SPIB,0.07569781
SOX2,ODC1,0.075688556
HAND2,DEPDC1B,0.07566727
HAND2,ATF6,0.0756582
PRDM1,ZNF30,0.07564771
GATA3,BCL11A,0.07564561
GATA4,DAXX,0.07563815
EOMES,ZIC2,0.075600386
TEAD4,NFIC,0.07559806
TFAP2A,GCA,0.07555959
GATA3,GNG11,0.07553974
GATA6,ANKRD13C,0.07553352
JUND,DRAM2,0.07552392
EGR1,NFKBIB,0.07551633
SOX2,FOXF1,0.07544858
SOX2,PROM1,0.075438544
BCL11A,SNRPD1,0.07539414
TFAP2A,RBFOX2,0.07534468
SOX17,LIMCH1,0.07533472
SOX2,OAS1,0.07533407
SOX17,ARID5B,0.07530823
TFAP2A,ALYREF,0.0752682
TP53,NANOG,0.07526794
HAND2,RNF13,0.07521581
TRIM28,HEG1,0.07519883
EZH2,UNC5D,0.075173944
TP53,ZHX3,0.07516961
TCF4,PPAPDC1A,0.07515267
TFAP2A,LHX1,0.07514253
FOXH1,CCDC81,0.07512418
GATA2,ISCA1,0.07508532
POU5F1,TRIP13,0.07506996
SMAD2,MCM5,0.07503186
SNAI2,TRIP6,0.07502669
ZFP42,VHL,0.075022034
SOX2,POLR2F,0.07502085
SNAI2,VPS13C,0.07501771
AR,SP110,0.0749466
SNAI2,RORB,0.07494419
KLF5,ABCA1,0.074929014
FOXP1,ZNF142,0.074897595
GATA3,SMARCD1,0.07489464
TRIM28,WNT5A,0.07488246
KLF5,SRSF3,0.0748705
SMAD2,ZNF146,0.07485998
MLLT3,EPB41L3,0.07484766
POU5F1,RBPJ,0.07483616
TCF4,TIPIN,0.07482183
GATA3,SNAPC3,0.0747706
TRIM28,ZIC3,0.07476959
HAND2,NFATC1,0.074759886
HAND2,PRDM1,0.07475318
PRDM1,SLC6A15,0.07472995
GATA6,ZNF107,0.07465817
TFAP2A,HOXB2,0.0746369
GATA2,FLRT3,0.074600965
JUND,RAB31,0.07459439
GATA6,ERCC-00111,0.07459402
TEAD4,HOXB6,0.07457154
MXI1,RGS5,0.074552506
OTX2,SP100,0.074540295
EOMES,GPC3,0.07452339
GATA3,GAD1,0.07452138
TRIM28,MCM6,0.07449228
EOMES,ALCAM,0.074472904
DNMT3B,POLB,0.07444651
JUND,ERCC-00046,0.074445195
GATA4,COL1A2,0.074440956
SMAD2,TRAPPC8,0.074389786
PRDM1,ENC1,0.074386746
FOXP1,ITGA6,0.074356176
POU5F1,PHB2,0.07434678
SMAD2,ALYREF,0.07433241
GATA2,MLF1IP,0.07429488
TCF4,PRPS2,0.074288614
EGR1,ASH2L,0.07428455
EGR1,LIPG,0.074250974
DNMT3B,CDCA2,0.074246466
GATA6,POLR3E,0.074228495
EZH2,ELMOD2,0.07421322
EGR1,MDM4,0.074160546
GATA2,AMIGO2,0.07415756
SOX17,NCAPG,0.07415411
AR,DAAM1,0.07415309
SOX17,NFIA,0.07415191
TRIM28,MRS2,0.07414972
EZH2,WDFY1,0.074133545
SOX17,SNAPC3,0.074093625
TFAP2A,SOX3,0.074047595
GATA3,POLR1A,0.07404038
SMAD2,HIF3A,0.07402854
GATA3,RFXANK,0.074028
FOXP1,AES,0.07402741
TEAD4,ERBB4,0.07401854
GATA4,MCM4,0.07401162
CTNNB1,KAL1,0.07399946
EGR1,SHOX,0.0739889
TFAP2A,PDGFA,0.073969804
FOXH1,TRIP11,0.07395546
MXI1,DEDD2,0.07395297
DNMT3B,DUSP10,0.0739084
FOXH1,ZFP42,0.0738883
SOX17,BTG2,0.07388112
SMAD2,MMP16,0.07386087
EGR1,ANKRD13C,0.07385001
GATA6,FUBP1,0.073838025
FOXH1,JPH1,0.07383329
MXI1,FBXO5,0.07378402
NANOG,THAP9,0.07373163
TCF4,SERHL2,0.07372391
STAT3,DAXX,0.07371785
TRIM28,POLR2H,0.07368532
TCF4,LRAT,0.07368117
OTX2,ASB9,0.07367286
EOMES,NDC80,0.07365568
GATA4,TIPARP,0.073645525
PRDM1,NHLH2,0.07363277
SOX2,CCDC80,0.07362145
AR,ZNF488,0.07359581
DNMT3B,ESPL1,0.07359091
ZFP42,PLAGL2,0.07358743
TFAP2A,LRR1,0.07355684
JUND,WDR12,0.0735502
TCF4,DNMT3A,0.073548645
LEF1,DNAJB14,0.0735337
ZFP42,RIPPLY1,0.07352774
FOXP1,E2F4,0.07350451
CTNNB1,SPIB,0.07348614
POU5F1,SKA3,0.07347593
EGR1,PGR,0.073458456
STAT3,HLA-DRB1,0.07345473
KLF5,SNRPB,0.07345195
POU5F1,SMARCD1,0.07340095
CTNNB1,RMI1,0.07333118
SMAD2,ZNF107,0.07333043
OTX2,NKX3-1,0.07330291
GATA2,BNIP3,0.07328752
GATA4,FOXJ1,0.07324042
SMAD2,TEAD4,0.07322327
SNAI2,EEF1A1,0.07321568
POU5F1,FARSB,0.07320108
SNAI2,E2F7,0.07318851
KLF5,MCM2,0.073148265
HAND2,COL4A6,0.07311651
DNMT3B,KLF8,0.07309518
FOXP1,PPAPDC1A,0.07309325
CTNNB1,APOBEC3C,0.07308225
NANOG,MSANTD3-TMEFF1,0.0730785
OTX2,ERCC-00165,0.073058814
EOMES,POU2AF1,0.07305035
SNAI2,ERCC-00060,0.072984636
TP53,ANKRD6,0.07291752
EZH2,ERCC-00044,0.07287424
MLLT3,SALL3,0.0728526
GATA3,ZNF398,0.07284152
NANOG,GABRB2,0.072769046
